RespondantID,Sex,BD_Month,BD_Year,Race_Ethnicity,HGA_Dad,HGA_Mom,SampleType,ResponseParent_Income,NonResponseParent_Income,ResponseParent_Relation,Age,Region,FamilyIncome,HighestDegree,MaritalStatus,EmploymentStatus,YearIncome,Arrests_SLI,GeneralHealth,Depression,Breadwinner,Time1_Income
2235,1,1,1984,4,12,12,1,9000,18000,1,36,1,NA,2,0,1,40000,NA,1,0,1,27000
2237,1,3,1983,4,20,16,1,40000,45000,2,36,1,90000,5,0,1,55000,NA,3,0,0,85000
2243,2,1,1983,2,6,9,1,25000,23000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48000
2246,1,8,1981,4,12,13,1,26000,28000,1,38,1,99000,4,1,1,53000,NA,3,0,1,54000
2256,1,8,1983,4,12,12,1,6000,40000,3,36,1,NA,2,0,1,500,NA,4,0,1,46000
2261,1,3,1980,4,11,13,1,38000,42000,1,39,1,28000,2,0,1,28000,NA,3,1,1,80000
2262,1,8,1983,4,11,13,1,10271,33084,3,36,NA,57600,2,1,1,57600,NA,2,2,1,43355
2271,2,9,1981,4,16,12,1,190777,4500,2,38,2,165000,4,1,1,78000,NA,2,0,1,195277
2273,1,12,1981,4,12,10,1,19000,6000,4,37,1,100000,2,1,1,40000,NA,2,2,1,25000
2275,1,9,1980,4,12,9,1,38000,20000,1,39,1,103000,4,1,1,70000,NA,3,0,0,58000
2277,2,12,1980,2,12,NA,1,21000,17000,3,38,3,82000,3,1,1,22000,NA,2,0,0,38000
2280,2,8,1984,2,18,16,1,190777,256094,2,35,1,NA,4,0,1,75000,NA,1,0,0,446871
2285,1,9,1984,2,NA,12,1,2000,980,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2980
2286,2,6,1981,4,13,12,1,12000,10000,2,38,1,68800,1,3,1,24000,NA,3,0,1,22000
2296,1,6,1983,4,16,18,1,23339,13194,2,36,1,180004,3,0,1,60000,NA,2,0,1,36533
2297,1,5,1981,4,12,12,1,4000,50000,1,38,1,NA,2,0,1,60000,NA,2,0,1,54000
2304,2,4,1980,4,10,1,1,17000,11500,1,39,1,NA,7,1,1,130000,NA,1,2,0,28500
2309,1,12,1984,4,13,14,1,18000,12000,2,34,4,101000,4,0,1,100000,NA,2,0,1,30000
2312,1,2,1981,4,11,10,1,13250,26500,1,38,1,25000,1,3,1,25000,NA,3,0,1,39750
2313,1,7,1982,4,11,10,1,13250,26500,1,37,1,76000,2,1,1,36000,NA,1,0,1,39750
2314,1,7,1984,4,11,10,1,13250,26500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39750
2321,2,9,1982,4,13,12,1,11000,36000,1,37,1,NA,3,1,1,30000,NA,2,0,1,47000
2328,1,2,1982,4,20,14,1,12000,30000,1,37,4,107300,6,1,1,80000,NA,2,0,1,42000
2330,1,9,1984,4,20,20,1,82302,44800,2,35,1,NA,4,0,1,NA,NA,1,0,1,127102
2332,2,12,1984,4,16,14,1,88000,18000,2,34,1,NA,5,1,1,52000,NA,3,0,1,106000
2337,2,2,1982,4,16,13,1,10000,30000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40000
2338,1,6,1984,4,16,13,1,10000,30000,1,35,1,NA,4,1,1,52000,NA,3,0,1,40000
2340,2,8,1982,4,NA,12,1,14000,21000,1,37,1,20010,2,1,1,10000,NA,3,0,1,35000
2342,1,3,1981,4,12,12,1,11000,15000,1,38,3,60000,2,1,1,48000,NA,3,0,1,26000
2343,2,5,1983,4,12,12,1,9000,35000,1,36,1,178000,3,0,1,18000,NA,1,0,1,44000
2344,2,4,1984,4,14,18,1,190777,20000,2,35,1,90000,5,0,1,NA,NA,2,0,1,210777
2346,1,5,1981,4,16,12,1,2000,85000,1,38,2,158050,4,1,1,150000,NA,2,0,1,87000
2347,2,3,1984,4,16,16,1,15500,72000,1,35,4,246100,4,3,0,56000,NA,1,0,1,87500
2348,2,6,1983,4,12,16,1,12000,77000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,89000
2349,1,4,1980,4,12,12,1,54000,3000,2,39,1,18000,2,3,NA,NA,NA,4,2,1,57000
2350,1,3,1982,4,12,12,1,54000,3000,2,37,1,67025,4,3,1,67000,NA,3,0,1,57000
2351,2,12,1984,4,12,12,1,54000,3000,2,34,1,23000,2,3,1,23000,NA,2,0,1,57000
2365,1,4,1984,4,12,12,1,26000,20400,1,35,3,18000,2,0,1,18000,NA,3,1,0,46400
2366,2,12,1981,2,12,11,1,12000,18000,1,37,1,94500,2,1,1,36500,NA,1,0,1,30000
2367,1,7,1980,4,12,12,1,26000,43000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69000
2368,2,6,1982,4,12,12,1,26000,43000,1,37,1,140000,2,1,1,40000,NA,2,0,1,69000
2371,1,7,1982,4,20,18,1,60000,30000,2,37,1,270000,5,0,1,50000,NA,2,0,1,90000
2376,1,2,1980,4,NA,NA,1,57851,31221,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,89072
2377,1,7,1983,4,14,16,1,50000,10000,2,36,1,40000,2,0,0,NA,NA,3,0,1,60000
2378,2,7,1980,4,NA,13,1,5000,36000,1,39,1,60000,5,3,1,60000,NA,1,0,1,41000
2379,1,2,1983,4,NA,13,1,5000,36000,1,37,1,55000,3,0,0,27000,NA,3,0,1,41000
2380,2,9,1984,4,18,14,1,4000,60000,1,35,2,135000,4,1,1,75000,NA,1,0,1,64000
2381,1,11,1984,4,NA,NA,1,11000,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71000
2392,2,4,1981,4,17,12,1,33000,39000,1,38,1,NA,4,3,1,52000,NA,2,0,1,72000
2393,1,5,1983,4,17,12,1,33000,39000,1,36,3,131750,4,1,1,63000,NA,2,0,1,72000
2394,1,10,1982,4,13,15,1,32000,20000,2,37,1,95006,4,1,1,43000,NA,2,0,1,52000
2395,1,11,1984,4,17,20,1,65000,40000,1,34,3,98000,5,0,1,72000,NA,2,0,0,105000
2397,1,2,1981,4,19,14,1,8000,32000,1,38,2,30000,4,1,1,30000,NA,2,0,1,40000
2398,1,9,1982,4,19,14,1,8000,32000,1,37,2,55250,4,1,1,55200,NA,2,1,1,40000
2399,2,7,1982,4,16,12,1,39000,45000,1,37,1,37500,4,0,1,NA,NA,1,1,1,84000
2400,2,7,1982,4,16,12,1,39000,45000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,84000
2405,2,5,1981,4,14,12,1,190777,25000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,215777
2406,2,3,1984,4,14,12,1,190777,25000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,215777
2407,1,9,1980,4,12,16,1,36000,34000,1,39,3,108000,2,1,1,56000,NA,2,0,0,70000
2408,1,12,1982,4,12,16,1,36000,34000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70000
2411,1,5,1982,4,14,12,1,31195,15495,2,37,1,NA,2,1,0,NA,NA,2,0,1,46690
2412,2,12,1980,4,16,12,1,26000,36000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,62000
2414,1,1,1980,2,12,12,1,10000,29000,1,39,1,115000,4,1,1,75000,NA,2,0,1,39000
2417,1,2,1983,4,12,12,1,24000,28000,2,36,1,75000,1,1,1,33000,NA,2,0,0,52000
2420,2,12,1984,4,12,12,1,60000,2000,1,34,1,97250,4,3,1,37000,NA,2,0,0,62000
2423,1,9,1980,4,13,16,1,35000,50000,2,39,1,130000,3,1,1,65000,NA,3,0,0,85000
2424,2,3,1984,4,13,16,1,35000,50000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85000
2425,1,11,1980,4,13,12,1,53000,6000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59000
2431,1,10,1984,4,12,12,1,18000,30000,1,35,1,110000,3,1,1,60000,NA,3,0,1,48000
2434,1,3,1980,4,13,12,1,38000,24171,1,39,1,97000,4,1,1,82000,NA,2,0,0,62171
2435,2,11,1983,4,13,12,1,38000,24171,1,36,1,148611,3,3,1,20000,NA,2,0,0,62171
2444,2,2,1984,1,14,12,1,28000,22800,1,36,1,12000,2,0,1,12000,NA,3,0,0,50800
2458,1,1,1984,4,16,16,1,14000,46000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60000
2462,2,7,1981,4,17,16,1,32000,65000,1,38,1,NA,2,3,1,NA,NA,3,0,1,97000
2463,1,7,1984,4,17,16,1,32000,65000,1,35,3,168000,4,0,1,120000,NA,1,0,1,97000
2465,2,8,1982,4,14,14,1,35000,80000,1,37,3,75000,5,0,1,NA,NA,1,0,1,115000
2467,1,12,1984,4,14,15,1,10000,2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12000
2472,2,8,1983,4,18,14,1,82000,10000,2,36,1,NA,4,1,1,90000,NA,2,0,1,92000
2476,2,4,1983,4,13,14,1,15000,75000,1,36,1,195050,4,1,1,120000,NA,2,0,1,90000
2477,1,6,1984,4,13,12,1,18880,33000,2,35,4,68500,2,1,0,31500,NA,2,1,0,51880
2483,1,10,1983,4,10,12,1,29000,46000,1,36,1,150050,2,0,1,150000,NA,2,0,1,75000
2484,1,10,1983,4,10,12,1,29000,46000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,75000
2490,1,7,1983,4,15,15,1,20000,17000,2,36,1,45000,2,0,1,45000,NA,1,0,1,37000
2491,2,8,1984,4,15,15,1,20000,17000,2,35,1,45000,2,1,1,30000,NA,2,0,1,37000
2494,2,2,1984,4,18,12,1,40000,3000,2,35,3,NA,2,3,1,100000,NA,3,0,1,43000
2499,1,10,1981,4,12,13,1,4000,32000,1,38,1,120000,3,1,1,30000,NA,2,0,1,36000
2500,1,2,1983,4,12,13,1,4000,32000,1,36,1,75000,2,1,1,50000,NA,1,0,1,36000
2504,2,6,1984,4,19,15,1,40000,32000,1,35,1,90000,4,1,1,25000,NA,2,0,0,72000
2505,2,8,1982,4,11,12,1,4000,18000,1,37,1,13000,1,0,0,13000,NA,5,3,1,22000
2506,1,9,1984,4,9,11,1,23000,6000,4,35,1,25000,0,0,1,25000,NA,3,1,1,29000
2512,2,7,1981,4,14,11,1,45000,11000,2,38,3,NA,2,0,1,NA,NA,3,1,1,56000
2513,1,4,1980,4,12,12,1,39000,8000,2,39,1,120000,4,1,1,85000,NA,2,0,1,47000
2515,1,9,1983,4,12,13,1,18000,30000,1,36,3,109000,2,1,1,44000,NA,3,0,1,48000
2519,1,4,1981,4,12,15,1,20000,40000,1,38,1,95000,3,1,1,55000,NA,3,0,1,60000
2522,1,9,1981,4,16,12,1,15000,50000,1,38,1,32000,4,1,1,32000,NA,1,0,1,65000
2524,1,11,1982,4,14,14,1,60000,10000,2,36,1,93500,4,0,1,56000,NA,2,0,1,70000
2527,1,1,1982,4,12,12,1,27000,26500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53500
2531,2,1,1982,4,12,12,1,23000,35000,1,37,1,NA,2,0,0,45000,NA,3,0,1,58000
2537,1,2,1983,4,12,12,1,18000,50000,2,36,3,155000,2,1,1,68000,NA,3,0,0,68000
2544,2,3,1983,4,10,12,1,25000,10000,2,36,3,116000,3,1,1,57000,NA,2,0,1,35000
2546,1,10,1981,4,12,12,1,20000,30000,1,37,1,65000,1,1,1,40000,NA,2,0,1,50000
2547,2,11,1981,4,12,12,1,15000,69000,1,37,3,117535,2,1,0,2127,NA,2,0,1,84000
2548,1,4,1984,4,12,12,1,15000,69000,1,35,1,227000,3,0,1,27000,NA,1,0,1,84000
2552,1,12,1984,4,12,12,1,8000,24000,1,34,4,NA,4,1,2,56000,NA,1,0,1,32000
2554,2,8,1981,4,14,16,1,4000,60000,1,38,3,90000,4,1,0,NA,NA,2,0,1,64000
2562,1,8,1983,4,12,12,1,20000,25000,1,36,1,NA,2,0,1,40000,NA,3,1,1,45000
2563,1,11,1983,4,NA,12,1,30000,40000,1,36,1,85000,2,0,1,85000,NA,1,0,1,70000
2565,2,9,1981,4,16,15,1,90000,20000,2,38,4,175000,4,1,0,NA,NA,1,0,1,110000
2566,1,6,1984,4,16,15,1,90000,20000,2,35,2,144000,7,1,1,100000,NA,1,0,1,110000
2570,2,7,1981,4,12,12,1,2000,256094,1,38,2,75000,2,0,1,NA,NA,2,0,1,258094
2571,2,5,1984,4,12,12,1,2000,256094,1,35,2,69000,2,1,1,33000,NA,2,0,1,258094
2573,1,11,1983,4,20,20,1,35000,65000,1,35,1,160000,5,1,1,120000,NA,2,0,1,100000
2583,2,11,1982,4,17,16,1,58000,28000,2,37,2,89000,4,1,1,43000,NA,2,1,1,86000
2584,1,11,1983,4,16,12,1,30000,20000,1,36,2,105000,3,1,1,50000,NA,2,0,0,50000
2591,1,11,1981,4,16,13,1,5000,55000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60000
2593,1,7,1984,4,18,18,1,27000,15000,2,35,2,NA,5,1,1,52000,NA,2,0,1,42000
2597,1,2,1983,4,10,17,1,18000,40000,1,36,2,240000,2,1,1,115000,NA,2,0,1,58000
2603,1,10,1983,4,16,17,1,43000,30000,1,36,2,NA,3,0,0,46000,NA,2,0,0,73000
2617,2,2,1984,4,20,17,1,10000,46000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56000
2618,1,7,1983,4,18,16,1,47500,21800,1,36,2,140000,4,1,1,95000,NA,1,0,0,69300
2619,2,10,1981,4,18,16,1,57000,43000,2,38,NA,189600,4,1,0,9600,NA,2,0,1,100000
2620,2,1,1981,4,12,16,1,29000,5000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34000
2621,2,1,1983,4,16,18,1,37000,42000,1,36,4,118012,4,1,0,12000,NA,3,2,1,79000
2622,1,3,1981,4,12,13,1,20000,50000,2,38,2,75000,2,1,1,40000,NA,2,0,0,70000
2623,1,6,1984,4,12,13,1,20000,50000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70000
2624,1,7,1981,4,12,12,1,20000,27000,1,38,2,124150,4,1,1,69000,NA,2,0,1,47000
2625,2,7,1980,4,12,12,1,70000,25000,2,39,2,NA,4,1,1,46000,NA,1,0,1,95000
2626,2,8,1981,4,12,12,1,70000,25000,2,38,2,162000,4,1,1,55000,NA,1,0,1,95000
2627,1,3,1982,4,NA,NA,1,28000,6500,1,37,2,52020,2,3,1,25000,1,2,1,0,34500
2632,2,5,1983,4,NA,NA,1,18314,15000,2,36,2,NA,2,0,1,NA,NA,2,0,1,33314
2635,2,12,1982,4,12,14,1,27000,17000,1,36,2,182500,5,1,1,75000,NA,3,0,0,44000
2636,2,5,1984,4,17,15,1,55000,25000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80000
2640,2,3,1984,4,16,16,1,48000,22000,1,35,2,135000,5,1,1,50000,NA,2,0,0,70000
2644,1,1,1984,4,13,9,1,15000,40000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55000
2645,2,4,1984,3,NA,12,1,12688,7000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19688
2648,1,3,1982,4,12,12,1,10000,22000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32000
2650,2,5,1984,4,11,10,1,1000,28000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29000
2652,1,2,1983,4,16,12,1,13611,13862,2,36,2,15000,1,3,0,15000,NA,4,1,0,27473
2658,1,10,1981,4,14,16,1,46700,68000,1,37,3,260000,4,1,1,130000,NA,2,0,1,114700
2659,2,5,1981,4,16,16,1,95000,45000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,140000
2662,1,4,1982,4,17,17,1,95000,31000,2,37,2,120250,4,1,1,95000,NA,2,0,1,126000
2664,2,5,1981,4,13,16,1,63000,21000,2,38,2,97000,4,1,1,52000,NA,2,0,1,84000
2665,1,11,1983,4,13,16,1,63000,24000,2,35,2,70000,2,0,1,70000,NA,3,0,1,87000
2670,2,3,1983,4,14,12,1,18000,17000,1,36,2,88000,4,1,1,85000,NA,2,0,0,35000
2672,2,11,1980,4,14,13,1,45000,59000,2,38,2,170025,4,1,1,105000,NA,3,0,0,104000
2673,1,9,1983,4,14,13,1,45000,59000,2,36,4,NA,5,1,1,90000,NA,1,0,0,104000
2674,2,6,1982,4,13,14,1,23006,23777,1,37,2,59000,2,1,1,29000,NA,3,0,1,46783
2675,2,12,1984,4,13,14,1,23006,23777,1,34,2,NA,3,1,1,8000,NA,3,1,1,46783
2676,1,7,1984,4,12,12,1,25000,30000,1,35,3,NA,4,1,1,32000,NA,3,0,1,55000
2677,1,5,1982,4,14,13,1,8000,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68000
2678,1,5,1984,4,14,13,1,8000,60000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68000
2679,2,1,1980,4,12,12,1,24000,32000,1,39,2,NA,4,1,0,NA,NA,1,0,1,56000
2684,2,4,1982,4,12,14,1,35000,7000,1,37,2,66309,2,1,1,15000,NA,3,0,0,42000
2687,2,10,1983,4,14,17,1,40000,25000,1,36,3,71000,4,3,1,62000,NA,2,0,0,65000
2695,1,12,1981,4,11,13,1,21000,10000,1,38,3,112000,0,3,1,112000,NA,1,0,0,31000
2696,1,9,1983,4,11,13,1,21000,10000,1,36,3,110794,0,1,1,105000,NA,1,0,0,31000
2706,1,1,1982,4,12,12,1,25000,2000,1,37,2,183000,1,3,0,3000,NA,2,0,0,27000
2707,2,8,1983,4,12,12,1,25000,2000,1,36,2,10000,3,0,1,10000,NA,2,2,0,27000
2710,1,7,1983,4,16,15,1,0,40000,1,36,4,109688,5,0,1,72188,NA,2,0,1,40000
2711,1,4,1983,4,11,8,1,38000,40000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,78000
2712,2,2,1983,4,NA,11,1,12000,30000,1,36,2,50000,0,3,0,NA,NA,4,1,1,42000
2713,1,10,1984,4,11,11,1,12000,30000,1,35,2,66581,0,1,NA,50000,NA,3,0,1,42000
2715,1,1,1981,4,10,9,1,7000,42000,1,39,2,25000,2,0,1,25000,NA,3,3,1,49000
2727,1,12,1982,2,16,12,1,47000,49000,1,36,1,110000,5,1,1,60000,NA,1,0,1,96000
2728,1,3,1984,4,16,16,1,10000,35000,1,35,2,52900,4,1,1,47700,NA,3,1,1,45000
2730,1,4,1980,4,16,16,1,15000,35000,1,39,4,NA,5,1,1,65000,NA,1,0,1,50000
2732,1,11,1983,4,14,14,1,22000,48000,1,35,2,182000,4,1,1,130000,NA,3,0,1,70000
2734,2,1,1983,4,18,16,1,55000,6500,2,36,2,NA,4,1,0,NA,NA,1,0,1,61500
2735,1,11,1984,2,NA,NA,1,55000,6500,2,35,2,69000,3,1,1,60000,NA,2,0,1,61500
2736,1,2,1984,4,NA,NA,1,55000,6500,2,35,2,147000,2,2,1,37000,NA,1,0,1,61500
2738,1,9,1982,4,12,13,1,20000,40000,1,37,2,255000,4,1,1,80000,NA,2,0,1,60000
2739,2,1,1980,4,11,12,1,14500,36000,1,39,2,230000,4,1,1,110000,NA,2,0,1,50500
2741,1,1,1981,4,NA,NA,1,45000,50000,2,38,4,57000,2,0,1,57000,NA,4,0,0,95000
2749,2,5,1980,4,13,12,1,50000,20000,4,39,2,NA,2,2,1,35000,NA,2,2,1,70000
2750,2,11,1981,4,13,12,1,50000,20000,4,37,2,85000,4,1,1,49000,NA,2,0,1,70000
2752,1,7,1981,4,12,14,1,34000,26000,1,38,3,165000,1,0,0,15000,NA,3,0,0,60000
2753,1,11,1982,4,12,14,1,34000,26000,1,36,3,NA,3,1,0,NA,NA,3,1,0,60000
2756,1,8,1983,4,16,16,1,65000,12000,2,36,1,73500,6,1,1,72000,NA,1,0,1,77000
2761,1,1,1982,4,12,12,1,36000,45000,1,38,4,200000,2,1,1,100000,NA,1,0,1,81000
2763,2,8,1984,4,12,12,1,25000,15000,1,35,2,80000,2,0,1,25000,NA,3,0,0,40000
2766,1,4,1983,4,13,10,1,60000,32000,2,36,2,30000,0,0,1,30000,NA,5,2,1,92000
2769,2,1,1981,4,12,13,1,9000,40000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49000
2770,2,12,1980,4,12,12,1,52000,10000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,62000
2777,2,5,1981,4,16,16,1,30000,62000,1,38,2,129000,4,1,1,62000,NA,3,0,1,92000
2778,1,1,1983,4,16,16,1,30000,62000,1,37,2,90000,4,1,1,75000,NA,1,0,1,92000
2779,1,8,1981,4,NA,12,1,20150,15800,4,38,2,97000,4,1,1,56000,NA,2,0,1,35950
2782,2,5,1980,4,14,12,1,10000,48000,1,39,2,78100,4,1,1,25000,NA,2,0,1,58000
2784,2,4,1980,4,18,15,1,60000,8000,2,39,2,50000,2,0,1,50000,NA,1,0,1,68000
2785,2,1,1983,4,18,15,1,60000,8000,2,36,2,70000,2,1,0,NA,NA,3,0,1,68000
2788,1,7,1983,4,13,13,1,30000,50000,1,36,2,90000,2,3,1,62000,NA,2,0,1,80000
2789,1,4,1982,4,9,12,1,20000,29000,1,37,2,75000,2,1,1,45000,NA,3,0,1,49000
2792,2,5,1984,4,16,17,1,73234,6550,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,79784
2794,1,5,1981,4,12,12,1,28000,16000,2,38,2,108500,2,1,1,107000,NA,2,0,1,44000
2797,2,12,1980,4,17,13,1,55000,85000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140000
2798,1,10,1983,4,12,14,1,10000,35000,1,36,2,27000,1,3,1,27000,NA,3,0,1,45000
2801,2,3,1983,4,14,19,1,46000,52000,1,36,2,127000,4,1,1,62000,NA,2,0,1,98000
2802,2,12,1982,4,13,13,1,17000,28000,1,36,2,70005,4,1,1,70000,NA,2,0,1,45000
2803,2,12,1980,4,16,17,1,26000,74000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100000
2804,2,6,1982,4,16,17,1,26000,74000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100000
2805,2,10,1982,4,13,12,1,28000,25000,2,36,3,24000,2,1,0,NA,NA,5,2,1,53000
2806,2,1,1982,4,16,16,1,17500,45000,1,37,2,108000,4,1,1,60000,NA,2,0,1,62500
2809,2,5,1981,1,13,12,1,10000,8000,1,38,2,113000,1,1,1,56000,NA,2,0,0,18000
2811,2,10,1984,1,12,12,1,29000,25000,1,34,2,26500,3,0,1,25000,NA,2,0,0,54000
2812,2,1,1981,4,15,12,1,48000,5000,2,38,2,40775,2,1,1,15775,NA,3,1,1,53000
2817,2,4,1982,4,12,12,1,18000,42000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60000
2818,2,1,1984,4,20,16,1,200,90000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90200
2828,2,12,1982,1,16,16,1,40000,19000,1,36,2,60000,2,1,1,32000,NA,4,0,0,59000
2833,1,5,1983,4,12,16,1,42000,50000,1,36,2,140004,4,0,1,40000,NA,2,0,1,92000
2834,2,3,1984,4,12,NA,1,40000,8000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,48000
2839,2,8,1981,4,15,16,1,42000,35000,1,38,2,NA,2,3,0,NA,NA,4,0,0,77000
2841,2,9,1983,4,14,13,1,25000,50000,1,36,2,182000,5,1,1,97000,NA,3,0,1,75000
2851,1,12,1983,4,11,12,1,25000,30000,1,36,2,46000,1,3,1,45000,NA,4,0,1,55000
2855,2,8,1980,4,12,13,1,12000,17000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29000
2856,2,12,1983,4,12,13,1,12000,17000,1,35,2,NA,2,3,0,NA,NA,4,0,1,29000
2862,1,11,1981,4,12,12,1,11000,25000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36000
2863,1,10,1983,4,12,12,1,11000,25000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36000
2865,2,11,1984,4,12,10,1,14200,19200,1,34,2,20300,2,3,1,20000,NA,3,0,1,33400
2868,1,11,1981,4,8,9,1,5000,25000,1,37,3,NA,1,1,0,NA,NA,4,0,1,30000
2877,2,1,1983,4,20,20,1,30000,100000,1,36,2,467966,4,1,1,55000,NA,2,0,1,130000
2878,2,1,1980,4,NA,12,1,17000,18000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35000
2880,1,12,1984,4,NA,12,1,17000,18000,1,34,2,40000,4,1,1,40000,NA,2,0,1,35000
2888,1,5,1984,4,15,12,1,35000,25000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60000
2896,1,11,1980,4,12,12,1,48000,15000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63000
2897,1,12,1982,4,12,12,1,48000,15000,2,36,3,NA,2,1,1,NA,NA,2,0,1,63000
2898,1,8,1983,4,20,20,1,2500,82000,1,36,2,125408,3,0,1,25000,NA,3,0,1,84500
2900,1,11,1981,4,17,16,1,10000,75000,1,37,3,107000,4,0,1,104000,NA,2,0,1,85000
2905,2,8,1983,4,19,17,1,80000,8000,2,36,4,149500,6,1,1,69000,NA,2,1,1,88000
2917,1,4,1982,4,13,14,1,46000,20000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,66000
2924,2,9,1982,4,7,12,1,8000,40000,1,37,3,49000,3,1,0,7000,NA,2,0,1,48000
2925,1,11,1983,4,7,12,1,8000,40000,1,36,2,70000,2,1,1,70000,NA,1,0,1,48000
2927,2,1,1982,4,12,10,1,34000,45000,1,37,2,6000,0,1,0,6000,NA,3,1,1,79000
2929,2,5,1982,4,12,13,1,31000,44000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,75000
2930,1,6,1983,4,12,13,1,31000,44000,1,36,2,NA,2,0,1,NA,NA,2,0,1,75000
2939,1,8,1983,4,20,20,1,75000,100000,1,36,1,NA,4,1,1,NA,NA,3,0,1,175000
2949,1,4,1980,4,15,8,1,52000,40000,2,40,2,NA,2,0,0,NA,NA,3,3,1,92000
2952,2,9,1983,4,13,12,1,20000,50000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70000
2953,2,8,1982,1,14,15,1,47000,30000,1,37,2,25000,3,0,1,25000,NA,1,0,0,77000
2955,1,11,1984,4,7,12,1,2700,500,1,34,2,40000,1,3,1,40000,NA,3,0,0,3200
2957,1,9,1981,4,16,16,1,53000,18000,2,38,2,115000,2,1,1,105000,NA,2,0,1,71000
2975,1,10,1981,4,12,12,1,35000,50000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,85000
2979,1,4,1982,4,10,12,1,24000,25000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49000
2981,1,11,1982,4,16,18,1,52000,5000,2,36,2,NA,4,1,1,68024,NA,2,0,1,57000
2983,1,9,1980,4,NA,17,1,45000,34000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79000
2986,2,4,1981,4,12,18,1,44000,74000,1,38,2,85000,5,1,1,45000,NA,2,0,1,118000
2987,2,3,1984,4,18,13,1,38000,62000,1,35,2,NA,5,1,1,60000,NA,3,0,1,100000
2988,1,1,1983,4,12,12,1,15000,75000,1,36,2,NA,2,1,1,65000,NA,2,0,1,90000
2989,2,3,1983,4,14,16,1,68000,42000,1,36,2,NA,5,1,1,57000,NA,2,1,0,110000
2990,1,6,1982,4,19,16,1,26000,48000,1,37,2,75000,2,1,1,55000,NA,3,0,1,74000
